Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1675",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1709344.1709811.rev","PATRIC","CDS",1709344,1709811,468,"-",,"PLF_561_00002502","PGF_00027863",,155,,"Outer membrane lipoprotein pcp precursor",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1676",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1710085.1711194.fwd","PATRIC","CDS",1710085,1711194,1110,"+",,"PLF_561_00002754","PGF_00055966",,369,,"Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1677",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1711298.1711621.fwd","PATRIC","CDS",1711298,1711621,324,"+",,"PLF_561_00002718","PGF_00020162",,107,,"Inhibitor of vertebrate c-type lysozyme, outer membrane => MliC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1678",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1711680.1712336.fwd","PATRIC","CDS",1711680,1712336,657,"+",,"PLF_561_00002219","PGF_00045833",,218,,"Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)","GO:0004733|pyridoxamine-phosphate oxidase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1679",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1712465.1713739.fwd","PATRIC","CDS",1712465,1713739,1275,"+",,"PLF_561_00002354","PGF_00063916",,424,,"Tyrosyl-tRNA synthetase (EC 6.1.1.1)","GO:0004831|tyrosine-tRNA ligase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1680",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1713801.1714661.fwd","PATRIC","CDS",1713801,1714661,861,"+",,"PLF_561_00001210","PGF_03846068",,286,,"Pyridoxal kinase (EC 2.7.1.35)","GO:0008478|pyridoxal kinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1681",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1714705.1715310.rev","PATRIC","CDS",1714705,1715310,606,"-",,"PLF_561_00001068","PGF_06463602",,201,,"Glutathione S-transferase (EC 2.5.1.18)","GO:0004364|glutathione transferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1682",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1715416.1716918.rev","PATRIC","CDS",1715416,1716918,1503,"-",,"PLF_561_00001965","PGF_00423021",,500,,"Di-tripeptide/H+ symporter DtpA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1683",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1717201.1717401.rev","PATRIC","CDS",1717201,1717401,201,"-",,"PLF_561_00004351","PGF_00250457",,66,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1684",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1717529.1718164.rev","PATRIC","CDS",1717529,1718164,636,"-",,"PLF_561_00002181","PGF_08394843",,211,,"Endonuclease III (EC 4.2.99.18)","GO:0003906|DNA-(apurinic or apyrimidinic site) lyase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1685",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1718164.1718859.rev","PATRIC","CDS",1718164,1718859,696,"-",,"PLF_561_00001720","PGF_00424141",,231,,"Electron transport complex protein RnfE",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1686",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1718863.1719483.rev","PATRIC","CDS",1718863,1719483,621,"-",,"PLF_561_00001829","PGF_01484108",,206,,"Electron transport complex protein RnfG",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1687",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1719487.1720545.rev","PATRIC","CDS",1719487,1720545,1059,"-",,"PLF_561_00000588","PGF_01678333",,352,,"Electron transport complex protein RnfD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1688",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1720546.1722768.rev","PATRIC","CDS",1720546,1722768,2223,"-",,"PLF_561_00003972","PGF_04400591",,740,,"Electron transport complex protein RnfC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.164",,,"PATRIC.562.163959.562.163959.con.0001.CDS.172259.173569.fwd","PATRIC","CDS",172259,173569,1311,"+",,"PLF_561_00002435","PGF_02905104",,436,,"UPF0597 protein YhaM",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1689",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1722761.1723339.rev","PATRIC","CDS",1722761,1723339,579,"-",,"PLF_561_00002286","PGF_10542033",,192,,"Electron transport complex protein RnfB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1690",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1723339.1723920.rev","PATRIC","CDS",1723339,1723920,582,"-",,"PLF_561_00002391","PGF_00424131",,193,,"Electron transport complex protein RnfA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1691",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1723997.1724437.rev","PATRIC","CDS",1723997,1724437,441,"-",,"PLF_561_00002128","PGF_01387916",,146,,"Inner membrane protein YdgK",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1692",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1724523.1724738.rev","PATRIC","CDS",1724523,1724738,216,"-",,"PLF_561_00002276","PGF_00418168",,71,,"Cnu protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1693",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1725379.1726419.fwd","PATRIC","CDS",1725379,1726419,1041,"+",,"PLF_561_00001043","PGF_03295105",,346,,"Uncharacterized oxidoreductase YdgJ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1694",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1726453.1727454.rev","PATRIC","CDS",1726453,1727454,1002,"-",,"PLF_561_00002059","PGF_00035194",,333,,"Adenosine deaminase (EC 3.5.4.4)","GO:0004000|adenosine deaminase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1695",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1727558.1728730.rev","PATRIC","CDS",1727558,1728730,1173,"-",,"PLF_561_00000998","PGF_00420012",,390,,"Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator","GO:0004121|cystathionine beta-lyase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1696",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1728740.1730332.rev","PATRIC","CDS",1728740,1730332,1593,"-",,"PLF_561_00000292","PGF_03352446",,530,,"PTS system, maltose and glucose-specific IIC component / PTS system, maltose and glucose-specific IIB component (EC 2.7.1.208)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1697",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1730507.1731535.fwd","PATRIC","CDS",1730507,1731535,1029,"+",,"PLF_561_00003056","PGF_00019110",,342,,"Maltose regulon regulatory protein MalI (repressor for malXY)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1698",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1731647.1732414.fwd","PATRIC","CDS",1731647,1732414,768,"+",,"PLF_561_00000547","PGF_00000161",,255,,"7-alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159)","GO:0008709|cholate 7-alpha-dehydrogenase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1699",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1732635.1733225.fwd","PATRIC","CDS",1732635,1733225,591,"+",,"PLF_561_00003197","PGF_00060260",,196,,"Transcriptional repressor UidR",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1700",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1733616.1735427.fwd","PATRIC","CDS",1733616,1735427,1812,"+",,"PLF_561_00000121","PGF_00402003",,603,,"beta-glucuronidase (EC 3.2.1.31)","GO:0004566|beta-glucuronidase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.12",,,"PATRIC.562.163959.562.163959.con.0001.CDS.17343.17639.rev","PATRIC","CDS",17343,17639,297,"-",,"PLF_561_00001614","PGF_00422053",,98,,"DNA-binding protein Fis",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1701",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1735424.1736797.fwd","PATRIC","CDS",1735424,1736797,1374,"+",,"PLF_561_00000197","PGF_00008043",,457,,"Glucuronide transporter UidB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1702",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1736836.1738101.fwd","PATRIC","CDS",1736836,1738101,1266,"+",,"PLF_561_00000083","PGF_00008042",,421,,"Glucuronide transport facilitator UidC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.165",,,"PATRIC.562.163959.562.163959.con.0001.CDS.173703.173870.rev","PATRIC","CDS",173703,173870,168,"-",,"PLF_561_00003192","PGF_00065586",,55,,"Uncharacterized protein YhaL",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1703",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1738162.1738257.rev","PATRIC","CDS",1738162,1738257,96,"-",,,"PGF_08225224",,31,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1704",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1738327.1739835.rev","PATRIC","CDS",1738327,1739835,1509,"-",,"PLF_561_00172758","PGF_00039356",,502,,"Putative GTP-binding protein YdgA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.166",,,"PATRIC.562.163959.562.163959.con.0001.CDS.173890.174591.rev","PATRIC","CDS",173890,174591,702,"-",,"PLF_561_00002840","PGF_00034350",,233,,"Quercetin 2,3-dioxygenase (EC 1.13.11.24) => YhhW","GO:0008127|quercetin 2,3-dioxygenase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1705",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1739936.1741111.rev","PATRIC","CDS",1739936,1741111,1176,"-",,"PLF_561_00001533","PGF_06400908",,391,,"Mannose-6-phosphate isomerase (EC 5.3.1.8)","GO:0004476|mannose-6-phosphate isomerase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1706",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1741310.1742956.fwd","PATRIC","CDS",1741310,1742956,1647,"+",,"PLF_561_00003204","PGF_00006453",,548,,"Fumarate hydratase class I, aerobic (EC 4.2.1.2)","GO:0004333|fumarate hydratase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1707",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1743099.1744502.fwd","PATRIC","CDS",1743099,1744502,1404,"+",,"PLF_561_00000433","PGF_00006461",,467,,"Fumarate hydratase class II (EC 4.2.1.2)","GO:0004333|fumarate hydratase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1708",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1744499.1745428.rev","PATRIC","CDS",1744499,1745428,930,"-",,"PLF_561_00000847","PGF_00421839",,309,,"DNA replication terminus site-binding protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1709",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1745504.1746805.rev","PATRIC","CDS",1745504,1746805,1302,"-",,"PLF_561_00000711","PGF_12866975",,433,,"Sensory histidine kinase in two-component regulatory system with RstA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1710",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1746809.1747528.rev","PATRIC","CDS",1746809,1747528,720,"-",,"PLF_561_00002237","PGF_12706928",,239,,"Two-component transcriptional response regulator RstA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.167",,,"PATRIC.562.163959.562.163959.con.0001.CDS.174696.175592.fwd","PATRIC","CDS",174696,175592,897,"+",,"PLF_561_00001987","PGF_07987589",,298,,"Transcriptional regulator, LysR family",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1711",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1747657.1747992.fwd","PATRIC","CDS",1747657,1747992,336,"+",,"PLF_561_00002514","PGF_03375263",,111,,"Inner membrane protein YdgC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1712",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1747989.1748711.rev","PATRIC","CDS",1747989,1748711,723,"-",,"PLF_561_00001344","PGF_03187833",,240,,"FolM Alternative dihydrofolate reductase 1",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1713",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1748748.1750130.rev","PATRIC","CDS",1748748,1750130,1383,"-",,"PLF_561_00000742","PGF_00064610",,460,,"Arginine/ornithine antiporter ArcD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1714",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1750316.1751260.rev","PATRIC","CDS",1750316,1751260,945,"-",,"PLF_561_00002841","PGF_07677491",,314,,"Protein YdgH",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1715",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1751730.1753316.fwd","PATRIC","CDS",1751730,1753316,1587,"+",,"PLF_561_00001139","PGF_04561913",,528,,"NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2) / NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)","GO:0008750|NAD(P)+ transhydrogenase (AB-specific) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1716",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1753327.1754715.fwd","PATRIC","CDS",1753327,1754715,1389,"+",,"PLF_561_00001077","PGF_00024322",,462,,"NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)","GO:0008750|NAD(P)+ transhydrogenase (AB-specific) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1717",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1754740.1755774.rev","PATRIC","CDS",1754740,1755774,1035,"-",,"PLF_561_00000207","PGF_00013676",,344,,"AI-2 transport protein TqsA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1718",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1756186.1756551.fwd","PATRIC","CDS",1756186,1756551,366,"+",,"PLF_561_00002785","PGF_01875008",,121,,"Spermidine export protein MdtJ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.168",,,"PATRIC.562.163959.562.163959.con.0001.CDS.175643.175999.rev","PATRIC","CDS",175643,175999,357,"-",,"PLF_561_00003883","PGF_00014155",,118,,"Inner membrane protein YhaI",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1719",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1756538.1756867.fwd","PATRIC","CDS",1756538,1756867,330,"+",,"PLF_561_00003158","PGF_00053667",,109,,"Spermidine export protein MdtI",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1720",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1756906.1757727.rev","PATRIC","CDS",1756906,1757727,822,"-",,"PLF_561_00002842","PGF_00043404",,273,,"Uncharacterized serine protease YdgD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1721",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1758003.1758338.rev","PATRIC","CDS",1758003,1758338,336,"-",,"PLF_561_00003083","PGF_02750511",,111,,"Acid shock protein precursor",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1722",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1758735.1759988.rev","PATRIC","CDS",1758735,1759988,1254,"-",,"PLF_561_00001650","PGF_01613113",,417,,"Uncharacterized MFS-type transporter YnfM",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1723",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1760095.1760988.fwd","PATRIC","CDS",1760095,1760988,894,"+",,"PLF_561_00001745","PGF_00017873",,297,,"LysR family transcriptional regulator YnfL",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1724",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1761123.1762343.fwd","PATRIC","CDS",1761123,1762343,1221,"+",,"PLF_561_00000891","PGF_00021496",,406,,"Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.169",,,"PATRIC.562.163959.562.163959.con.0001.CDS.176241.176606.rev","PATRIC","CDS",176241,176606,366,"-",,"PLF_561_00002490","PGF_00014154",,121,,"Inner membrane protein YhaH",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1725",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1762468.1763163.fwd","PATRIC","CDS",1762468,1763163,696,"+",,"PLF_561_00001716","PGF_03760224",,231,,"Dethiobiotin synthase BioD (EC 6.3.3.3)","GO:0004141|dethiobiotin synthase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1726",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1763116.1764372.rev","PATRIC","CDS",1763116,1764372,1257,"-",,"PLF_561_00000358","PGF_03929969",,418,,"Voltage-gated ClC-type chloride channel ClcB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1727",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1764567.1765181.rev","PATRIC","CDS",1764567,1765181,615,"-",,"PLF_561_00058256","PGF_01568912",,204,,"Anaerobic dimethyl sulfoxide reductase chaperone DmsD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1728",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1765224.1766078.rev","PATRIC","CDS",1765224,1766078,855,"-",,"PLF_561_00003264","PGF_00055558",,284,,"Anaerobic selenate reductase protein YnfH",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1729",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1766080.1766697.rev","PATRIC","CDS",1766080,1766697,618,"-",,"PLF_561_00000022","PGF_02776009",,205,,"Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.13",,,"PATRIC.562.163959.562.163959.con.0001.CDS.17665.18630.rev","PATRIC","CDS",17665,18630,966,"-",,"PLF_561_00000623","PGF_00912265",,321,,"tRNA-dihydrouridine synthase DusB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1730",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1766708.1769104.rev","PATRIC","CDS",1766708,1769104,2397,"-",,"PLF_561_00000320","PGF_00055635",,798,,"Anaerobic selenate reductase, molybdenum cofactor-containing periplasmic protein",
